Point1,Point2,Point3,Point4
0,0,0,0
1.9731888,0.20739473,0.20739473,0.41478946
0.15769503,7.056877,7.056877,14.113754
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.95957994,0,0,0
0.76766396,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3.1707115,3.1707115,6.341423
0,0,0,0
0,0.16706398,0.16706398,0.33412796
0,0,0,0
0,0,0,0
3.024494,24.900093,24.900093,49.800186
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.1769281,0.1769281,0.3538562
0,0,0,0
0,1.9604839,1.9604839,3.9209678
0.12967998,0.109353594,0.109353594,0.218707188
2.5098112,6.6854553,6.6854553,13.3709106
4.5532165,3.4156308,3.4156308,6.8312616
7.202629,17.069754,17.069754,34.139508
2.0220861,10.333735,10.333735,20.66747
3.4188313,8.327961,8.327961,16.655922
11.623374,33.609253,33.609253,67.218506
6.6286345,11.033327,11.033327,22.066654
8.685974,11.8756275,11.8756275,23.751255
1.4868382,0.5734204,0.5734204,1.1468408
0,0,0,0
0,0,0,0
1.2474538,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.6615037,4.6555,4.6555,9.311
0,2.6727865,2.6727865,5.345573
18.732935,50.58186,50.58186,101.16372
22.133568,6.111349,6.111349,12.222698
4.006128,0.58417594,0.58417594,1.16835188
35.05693,48.773876,48.773876,97.547752
6.5005765,9.813226,9.813226,19.626452
0,0,0,0
2.383667,0.14894713,0.14894713,0.29789426
32.2878,13.089829,13.089829,26.179658
1.4381664,2.5101576,2.5101576,5.0203152
10.256996,9.632913,9.632913,19.265826
1.5906929,4.686426,4.686426,9.372852
3.326203,4.1608386,4.1608386,8.3216772
10.208968,8.709028,8.709028,17.418056
1.5676945,0.43713358,0.43713358,0.87426716
1.9695114,0.29236192,0.29236192,0.58472384
5.014326,4.999618,4.999618,9.999236
11.468258,4.8908143,4.8908143,9.7816286
0,1.1814029,1.1814029,2.3628058
1.4657445,0.15314196,0.15314196,0.30628392
1.4545524,1.9604839,1.9604839,3.9209678
0.7970751,0.54523873,0.54523873,1.09047746
0.49334666,2.0722342,2.0722342,4.1444684
0.36298358,0.45826656,0.45826656,0.91653312
0.7822665,1.0251077,1.0251077,2.0502154
0.60178113,0.22837768,0.22837768,0.45675536
1.0252932,1.1003594,1.1003594,2.2007188
0,2.2639308,2.2639308,4.5278616
0,0,0,0
0,0,0,0
0,0,0,0
1.9506555,0.3381877,0.3381877,0.6763754
0.3102326,0,0,0
0.31823486,0.120803006,0.120803006,0.241606012
0.49767685,0,0,0
0,0,0,0
0,0.106700465,0.106700465,0.21340093
1.0155693,0.8132729,0.8132729,1.6265458
1.7451308,0,0,0
3.0279155,1.0024505,1.0024505,2.004901
3.0124407,2.2794576,2.2794576,4.5589152
0,0,0,0
3.0020263,3.528871,3.528871,7.057742
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.428454,0,0,0
1.4420451,2.6516175,2.6516175,5.303235
41.33883,62.23504,62.23504,124.47008
36.32964,15.438751,15.438751,30.877502
4.931241,0.48056084,0.48056084,0.96112168
5.391133,1.0751395,1.0751395,2.150279
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.2242885,0.803357,0.803357,1.606714
19.335241,13.057363,13.057363,26.114726
12.804931,11.716948,11.716948,23.433896
18.78588,14.695848,14.695848,29.391696
2.4845483,14.513975,14.513975,29.02795
0.8000486,0.5288383,0.5288383,1.0576766
0.19308732,8.887589,8.887589,17.775178
55.26383,62.088547,62.088547,124.177094
32.508408,2.7249625,2.7249625,5.449925
3.9206896,4.899708,4.899708,9.799416
0.3025355,8.529127,8.529127,17.058254
5.7844706,16.847162,16.847162,33.694324
0,7.1448674,7.1448674,14.2897348
4.126194,0,0,0
0,0,0,0
1.1246386,0.9483596,0.9483596,1.8967192
11.228503,22.61905,22.61905,45.2381
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.15683872,0.15683872,0.31367744
0,0,0,0
0,0,0,0
2.9746976,0,0,0
0.81449777,1.0208675,1.0208675,2.041735
0.24370892,0.20550933,0.20550933,0.41101866
21.837334,4.3957314,4.3957314,8.7914628
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.28787398,0,0,0
0,0,0,0
0,0,0,0
5.817581,14.130986,14.130986,28.261972
12.937166,13.764296,13.764296,27.528592
12.267363,4.965163,4.965163,9.930326
8.654901,2.0886135,2.0886135,4.177227
14.02985,8.761652,8.761652,17.523304
0,0,0,0
0,3.6849973,3.6849973,7.3699946
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.8534374,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.25059593,0.25059593,0.50119186
0,0,0,0
0,0,0,0
0.28842616,0.24321747,0.24321747,0.48643494
2.3989499,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,6.0382905,6.0382905,12.076581
2.5424597,4.733479,4.733479,9.466958
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,6.5326653,6.5326653,13.0653306
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.25041652,0.21116556,0.21116556,0.42233112
0,0.53131676,0.53131676,1.06263352
4.074825,0,0,0
0,2.0212846,2.0212846,4.0425692
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.17087507,1.3666366,1.3666366,2.7332732
0,0,0,0
0,0,0,0
0,0,0,0
0.4270496,0.36011273,0.36011273,0.72022546
2.7684584,9.155875,9.155875,18.31175
8.690795,14.250307,14.250307,28.500614
8.549371,8.485744,8.485744,16.971488
0,0,0,0
0.25675777,0.84721947,0.84721947,1.69443894
16.327805,2.0442097,2.0442097,4.0884194
1.4393698,0,0,0
0.3825257,0.6341966,0.6341966,1.2683932
2.4912267,2.860003,2.860003,5.720006
0,0,0,0
0,0,0,0
39.53393,0.64669454,0.64669454,1.29338908
0.25378338,16.0989,16.0989,32.1978
0,0,0,0
0,0,0,0
84.28728,14.92968,14.92968,29.85936
3.4137318,65.70832,65.70832,131.41664
0.18279809,23.604225,23.604225,47.20845
0,0,0,0
0.35463113,7.35247,7.35247,14.70494
0,0.86772555,0.86772555,1.7354511
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20.841358,6.329159,6.329159,12.658318
0,1.2649349,1.2649349,2.5298698
0,0,0,0
0,0,0,0
8.278763,0.15314196,0.15314196,0.30628392
0,0.99954057,0.99954057,1.99908114
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.2532043,0.30702114,0.30702114,0.61404228
58.565685,4.2198963,4.2198963,8.4397926
8.842152,11.0645895,11.0645895,22.129179
0,0,0,0
0,0,0,0
0.19899169,0.1678012,0.1678012,0.3356024
9.909996,3.9849763,3.9849763,7.9699526
23.15123,10.478296,10.478296,20.956592
0,0,0,0
0,0,0,0
0,0,0,0
0.204115,1.9622055,1.9622055,3.924411
9.600499,7.4200377,7.4200377,14.8400754
53.798542,58.396374,58.396374,116.792748
15.5189,9.808105,9.808105,19.61621
3.3751283,4.640223,4.640223,9.280446
30.059698,3.7689667,3.7689667,7.5379334
9.337073,11.482688,11.482688,22.965376
14.314505,6.329693,6.329693,12.659386
0.6778016,2.040668,2.040668,4.081336
12.32483,10.129984,10.129984,20.259968
50.06189,30.627405,30.627405,61.25481
37.322853,16.285576,16.285576,32.571152
2.1357546,1.4989327,1.4989327,2.9978654
3.1921716,3.350555,3.350555,6.70111
1.942143,2.080669,2.080669,4.161338
0.98193854,0.4008813,0.4008813,0.8017626
1.6401639,0.3692396,0.3692396,0.7384792
5.9695816,9.346114,9.346114,18.692228
45.416336,11.346156,11.346156,22.692312
1.3577769,4.1235814,4.1235814,8.2471628
1.468844,1.3994343,1.3994343,2.7988686
0.86607105,3.9873745,3.9873745,7.974749
2.5443134,5.9410067,5.9410067,11.8820134
2.1151547,8.972281,8.972281,17.944562
0,1.3437463,1.3437463,2.6874926
0.27899975,1.2231497,1.2231497,2.4462994
2.7680318,15.582139,15.582139,31.164278
1.735746,1.097871,1.097871,2.195742
1.0203016,0.24160601,0.24160601,0.48321202
0,2.1857343,2.1857343,4.3714686
2.9191139,2.7786462,2.7786462,5.5572924
0.76766396,0,0,0
0,0.22275195,0.22275195,0.4455039
2.2070339,0,0,0
0,0.24357095,0.24357095,0.4871419
0,0.924921,0.924921,1.849842
0.13088262,2.9734163,2.9734163,5.9468326
0,0,0,0
1.0747194,0.11137597,0.11137597,0.22275194
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.018822,0,0,0
2.2821271,2.8237696,2.8237696,5.6475392
0.55896544,0.4713517,0.4713517,0.9427034
0.13759194,0.4687484,0.4687484,0.9374968
7.159329,13.258099,13.258099,26.516198
1.6364093,4.9585776,4.9585776,9.9171552
3.9768014,7.5880795,7.5880795,15.176159
1.1519934,0.30204552,0.30204552,0.60409104
0,0,0,0
3.2581496,2.3724816,2.3724816,4.7449632
2.3717806,1.0761944,1.0761944,2.1523888
0,3.0054874,3.0054874,6.0109748
0,0,0,0
0.1341517,0.11312441,0.11312441,0.22624882
1.275808,1.8871771,1.8871771,3.7743542
0,0,0,0
1.0869601,2.5790293,2.5790293,5.1580586
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1.1762903,1.1762903,2.3525806
5.086443,0.11718227,0.11718227,0.23436454
4.3420863,0.13921997,0.13921997,0.27843994
2.3085515,1.0442927,1.0442927,2.0885854
1.3687925,3.7755108,3.7755108,7.5510216
0.1183959,2.0410128,2.0410128,4.0820256
1.3592469,0,0,0
6.3202744,6.1317973,6.1317973,12.2635946
0,4.074502,4.074502,8.149004
1.1738545,0.2735389,0.2735389,0.5470778
0,0,0,0
0,0,0,0
0,0,0,0
0,0.52210385,0.52210385,1.0442077
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.2781325,2.2516637,2.2516637,4.5033274
0,0,0,0
0.22358619,1.9713342,1.9713342,3.9426684
2.8638556,3.0232592,3.0232592,6.0465184
0.8388589,0.40667748,0.40667748,0.81335496
0,0.15314196,0.15314196,0.30628392
0,0,0,0
0,0,0,0
4.47462,0.13197848,0.13197848,0.26395696
8.733518,5.429509,5.429509,10.859018
13.1910715,13.130765,13.130765,26.26153
0.19989952,3.931744,3.931744,7.863488
14.460775,0,0,0
7.461477,1.3681579,1.3681579,2.7363158
2.7179937,0.18098596,0.18098596,0.36197192
0,2.164201,2.164201,4.328402
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.384232,0,0,0
0.10081223,13.017612,13.017612,26.035224
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1.0559528,1.0559528,2.1119056
0,0,0,0
0,0,0,0
0,0,0,0
5.949395,0.61124355,0.61124355,1.2224871
10.421089,3.0298107,3.0298107,6.0596214
43.88784,4.7345824,4.7345824,9.4691648
0.8583101,4.0776362,4.0776362,8.1552724
0,0,0,0
0,0.4456984,0.4456984,0.8913968
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.0453534,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2.5878386,2.5878386,5.1756772
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,4.391484,4.391484,8.782968
0,0,0,0
0,0,0,0
0,0,0,0
0,0.13921998,0.13921998,0.27843996
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.25059596,0.25059596,0.50119192
0,0,0,0
0,0,0,0
0.28787398,0,0,0
1.2474539,0,0,0
0,0,0,0
0,0.18591805,0.18591805,0.3718361
0,0.8847827,0.8847827,1.7695654
0.6495624,0.797651,0.797651,1.595302
0.13666853,0.7935538,0.7935538,1.5871076
0.27333707,1.5871077,1.5871077,3.1742154
0,0.22275196,0.22275196,0.44550392
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.16160762,7.280472,7.280472,14.560944
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.28493482,0.28493482,0.56986964
6.5981293,8.2407055,8.2407055,16.481411
2.1576817,34.385662,34.385662,68.771324
0,3.0513887,3.0513887,6.1027774
0.5103399,22.830505,22.830505,45.66101
0,4.274022,4.274022,8.548044
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.106394306,5.6858387,5.6858387,11.3716774
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.5395991,0,0,0
2.8788152,0.7546976,0.7546976,1.5093952
0.1824826,0,0,0
9.713781,0.325141,0.325141,0.650282
10.687121,0,0,0
3.06811,2.7828462,2.7828462,5.5656924
1.9663024,0,0,0
0,1.4061744,1.4061744,2.8123488
17.27289,0.10620602,0.10620602,0.21241204
0,0.23934887,0.23934887,0.47869774
0,0.19447093,0.19447093,0.38894186
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.48586297,0.7841935,0.7841935,1.568387
0,10.978709,10.978709,21.957418
8.8211355,3.4551258,3.4551258,6.9102516
0,0,0,0
0,0,0,0
0.8496274,0.7164546,0.7164546,1.4329092
0,0,0,0
0.17896849,0,0,0
0,0,0,0
0,2.4872148,2.4872148,4.9744296
0,0.75370145,0.75370145,1.5074029
0,2.3364744,2.3364744,4.6729488
0.9544385,17.636614,17.636614,35.273228
0,0,0,0
0,0,0,0
0,0,0,0
0.12048404,1.2960439,1.2960439,2.5920878
0,0,0,0
0,0,0,0
0,1.7335135,1.7335135,3.467027
0.108858764,3.994618,3.994618,7.989236
19.71078,0,0,0
0,0,0,0
0,0,0,0
1.4420087,0,0,0
0,0.383684,0.383684,0.767368
0,0,0,0
0,0,0,0
0,1.097871,1.097871,2.195742
0,0.39271444,0.39271444,0.78542888
0.12520824,2.2449355,2.2449355,4.489871
14.638381,9.819295,9.819295,19.63859
0,1.9319378,1.9319378,3.8638756
0.16130097,1.9005188,1.9005188,3.8010376
7.674174,28.823994,28.823994,57.647988
34.441673,5.298925,5.298925,10.59785
19.371964,6.8741307,6.8741307,13.7482614
23.202217,17.556416,17.556416,35.112832
19.2061,14.407272,14.407272,28.814544
8.050415,57.809284,57.809284,115.618568
25.770807,65.97645,65.97645,131.9529
4.7813797,4.7700224,4.7700224,9.5400448
6.078854,17.931974,17.931974,35.863948
1.6869591,85.524086,85.524086,171.048172
0.16422503,17.688719,17.688719,35.377438
0,4.307613,4.307613,8.615226
0,3.8172812,3.8172812,7.6345624
0.34449464,4.3967237,4.3967237,8.7934474
25.67154,12.551146,12.551146,25.102292
8.798389,11.925432,11.925432,23.850864
5.16805,3.2365654,3.2365654,6.4731308
0.112770386,1.4037224,1.4037224,2.8074448
8.533971,2.1033828,2.1033828,4.2067656
3.1751387,4.4171653,4.4171653,8.8343306
0,0.8779507,0.8779507,1.7559014
0,0.3693654,0.3693654,0.7387308
1.0207211,0.35501096,0.35501096,0.71002192
15.988889,0.738303,0.738303,1.476606
3.056374,2.9786382,2.9786382,5.9572764
2.5444746,1.3781605,1.3781605,2.756321
2.9984353,1.5943818,1.5943818,3.1887636
0.6728921,0.8887247,0.8887247,1.7774494
0.4282355,1.1881714,1.1881714,2.3763428
0.5182577,0.9784804,0.9784804,1.9569608
5.1628647,16.255468,16.255468,32.510936
5.882709,32.760853,32.760853,65.521706
0.21651144,5.2097325,5.2097325,10.419465
5.0664334,4.0830774,4.0830774,8.1661548
0.1497418,19.731827,19.731827,39.463654
0.44494608,6.1699195,6.1699195,12.339839
4.1253085,25.660925,25.660925,51.32185
1.7236538,14.519142,14.519142,29.038284
1.9105294,9.952411,9.952411,19.904822
1.5893888,8.874118,8.874118,17.748236
0.2541284,4.2197566,4.2197566,8.4395132
2.9594223,2.6278415,2.6278415,5.255683
0.12332585,0.2943974,0.2943974,0.5887948
0,0.26945,0.26945,0.5389
0,0,0,0
0,0.26118428,0.26118428,0.52236856
0.14367644,0.24610755,0.24610755,0.4922151
0,0,0,0
0,0.14212312,0.14212312,0.28424624
0,0,0,0
0,0,0,0
0,8.00443,8.00443,16.00886
0.27379206,27.00066,27.00066,54.00132
0.1417523,8.2624235,8.2624235,16.524847
0.11066534,9.987539,9.987539,19.975078
0,0,0,0
0,0.66218066,0.66218066,1.32436132
0.232889,1.099896,1.099896,2.199792
8.906232,30.021704,30.021704,60.043408
17.128332,41.23524,41.23524,82.47048
5.714035,12.877527,12.877527,25.755054
13.990497,3.314016,3.314016,6.628032
2.9693348,0.7100219,0.7100219,1.4200438
1.3855393,2.1911273,2.1911273,4.3822546
13.892281,1.8208696,1.8208696,3.6417392
57.97089,12.664463,12.664463,25.328926
11.583717,6.1971745,6.1971745,12.394349
16.476778,39.01599,39.01599,78.03198
6.1939206,2.2783778,2.2783778,4.5567556
4.538546,10.556487,10.556487,21.112974
6.9392424,1.7003846,1.7003846,3.4007692
18.158873,4.9443917,4.9443917,9.8887834
18.894325,14.214853,14.214853,28.429706
25.823618,11.666757,11.666757,23.333514
52.76718,117.718124,117.718124,235.436248
53.62251,16.211329,16.211329,32.422658
29.988115,21.455544,21.455544,42.911088
24.89338,6.5472975,6.5472975,13.094595
1.3100005,0.31324497,0.31324497,0.62648994
0.5003037,4.3308916,4.3308916,8.6617832
0.11633722,1.4235705,1.4235705,2.847141
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.437846,0.8339109,0.8339109,1.6678218
0.885141,2.8646238,2.8646238,5.7292476
0.4327837,2.5129206,2.5129206,5.0258412
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.184054,1.7222764,1.7222764,3.4445528
7.728807,0.18084246,0.18084246,0.36168492
2.1203873,0.16968663,0.16968663,0.33937326
0.16570495,0.65143734,0.65143734,1.30287468
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1.1762903,1.1762903,2.3525806
2.005136,1.1371756,1.1371756,2.2743512
19.632057,0.7819741,0.7819741,1.5639482
2.1263156,0.28178677,0.28178677,0.56357354
6.1571407,0.78922206,0.78922206,1.57844412
0,5.8030324,5.8030324,11.6060648
0,0,0,0
0.4886163,1.8591343,1.8591343,3.7182686
6.430984,11.859183,11.859183,23.718366
0.4307159,0.6120041,0.6120041,1.2240082
0.9720372,0.105897635,0.105897635,0.21179527
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.43666688,0.12123422,0.12123422,0.24246844
0,0,0,0
0,0,0,0
7.043127,0.11312441,0.11312441,0.22624882
8.5822315,4.219704,4.219704,8.439408
6.1811748,10.5879755,10.5879755,21.175951
0.34163016,20.84963,20.84963,41.69926
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.020051,0,0,0
9.149577,0.19490796,0.19490796,0.38981592
0.87752193,27.563187,27.563187,55.126374
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.6764336,0.6764336,1.3528672
0,0,0,0
4.3181095,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.734189,8.891719,8.891719,17.783438
0,0.15683872,0.15683872,0.31367744
0,0,0,0
0,0,0,0
0,0,0,0
5.8797617,0.71002185,0.71002185,1.4200437
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2.5094194,2.5094194,5.0188388
0,11.762903,11.762903,23.525806
2.9339886,0,0,0
8.878488,0.95454246,0.95454246,1.90908492
12.474539,0,0,0
0,0,0,0
1.7704023,0.63262314,0.63262314,1.26524628
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.43296415,0.43296415,0.8659283
0.20390446,0,0,0
3.8383198,0.16554512,0.16554512,0.33109024
0.3064295,0.8895919,0.8895919,1.7791838
0,0,0,0
0,0,0,0
0,0.3619719,0.3619719,0.7239438
0,0,0,0
0,0.40373793,0.40373793,0.80747586
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.6717059,0,0,0
0,0,0,0
15.73711,3.0562177,3.0562177,6.1124354
27.348028,0,0,0
0.13666853,0.79355377,0.79355377,1.58710754
0,0.7057741,0.7057741,1.4115482
0,0,0,0
2.3989499,0,0,0
0.1534524,0.8910078,0.8910078,1.7820156
7.208838,0,0,0
0,0,0,0
0,1.273424,1.273424,2.546848
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.8815594,4.0056295,4.0056295,8.011259
0,0,0,0
8.924094,1.1460816,1.1460816,2.2921632
0,1.4400898,1.4400898,2.8801796
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
