Point1,Point2,Point3,Point4
0,0,0,0
0,0,0,0
0,0,0,0
9.850406,7.621274,7.621274,15.242548
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.969908,5.609675,5.609675,11.21935
0,2.6887703,2.6887703,5.3775406
11.855219,16.711386,16.711386,33.422772
0,0,0,0
1.9603996,5.271619,5.271619,10.543238
0,0,0,0
1.2661976,0.9799424,0.9799424,1.9598848
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23.465153,18.585876,18.585876,37.171752
4.9175277,7.2002335,7.2002335,14.400467
0,0,0,0
0,1.9404364,1.9404364,3.8808728
0,0,0,0
0,0.30429944,0.30429944,0.60859888
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.8874533,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.2600686,0.2600686,0.5201372
0,0,0,0
0,0.19919999,0.19919999,0.39839998
2.8874533,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.91878,0.13722207,0.13722207,0.27444414
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
45.486412,0,0,0
0.32863024,14.847024,14.847024,29.694048
0,0,0,0
0,0,0,0
0.14377573,6.164004,6.164004,12.328008
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.5139582,1.5059409,1.5059409,3.0118818
0,0,0,0
0,0,0,0
1.0655684,42.267456,42.267456,84.534912
39.95997,1.2125955,1.2125955,2.425191
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.32776207,1.2879623,1.2879623,2.5759246
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.5514865,66.0429,66.0429,132.0858
37.944942,2.8947217,2.8947217,5.7894434
0,2.8369517,2.8369517,5.6739034
15.638361,2.4011724,2.4011724,4.8023448
0.4368645,1.3937305,1.3937305,2.787461
0,0,0,0
0,0,0,0
0.5134847,22.13281,22.13281,44.26562
6.0896573,1.6220726,1.6220726,3.2441452
0,2.6573095,2.6573095,5.314619
7.61167,0.15108426,0.15108426,0.30216852
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.6851525,0.30192345,0.30192345,0.6038469
6.492564,9.14095,9.14095,18.2819
3.1782513,6.728528,6.728528,13.457056
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.9848294,0.1773195,0.1773195,0.354639
18.398628,0.346119,0.346119,0.692238
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,5.3727913,5.3727913,10.7455826
11.102286,22.346931,22.346931,44.693862
9.03966,13.344785,13.344785,26.68957
6.03378,7.7947364,7.7947364,15.5894728
6.876273,2.1774368,2.1774368,4.3548736
3.0025353,1.3153296,1.3153296,2.6306592
13.876147,20.23384,20.23384,40.46768
6.9908876,7.7391343,7.7391343,15.4782686
1.0202086,1.9124804,1.9124804,3.8249608
6.0928755,5.4704537,5.4704537,10.9409074
10.793915,5.045954,5.045954,10.091908
1.9880279,1.9411284,1.9411284,3.8822568
0,1.8905418,1.8905418,3.7810836
3.1016219,5.019107,5.019107,10.038214
2.0080535,4.5677257,4.5677257,9.1354514
6.2903585,13.776751,13.776751,27.553502
7.1030517,20.977274,20.977274,41.954548
1.0118103,2.757206,2.757206,5.514412
2.0611362,6.479301,6.479301,12.958602
1.0358397,0.24137795,0.24137795,0.4827559
6.8283763,6.0959496,6.0959496,12.1918992
40.152714,103.593376,103.593376,207.186752
0,3.5496414,3.5496414,7.0992828
0,1.9596481,1.9596481,3.9192962
0,0,0,0
0.14282037,2.281762,2.281762,4.563524
0.1348831,5.582274,5.582274,11.164548
0,0,0,0
28.933582,8.821143,8.821143,17.642286
0,1.8990618,1.8990618,3.7981236
0.18675357,9.164313,9.164313,18.328626
2.8874533,0,0,0
0,0,0,0
0,0,0,0
0,0.15445189,0.15445189,0.30890378
11.279925,23.073833,23.073833,46.147666
0.6630937,7.445839,7.445839,14.891678
0,1.8163128,1.8163128,3.6326256
0.19197714,7.595223,7.595223,15.190446
0,0,0,0
0,0,0,0
0.12827916,9.0658865,9.0658865,18.131773
2.9353416,0.14185561,0.14185561,0.28371122
0.10031466,12.380467,12.380467,24.760934
0,0,0,0
0,0,0,0
0,0,0,0
3.857919,0,0,0
4.8977494,0.28854567,0.28854567,0.57709134
17.64513,1.0936286,1.0936286,2.1872572
25.427668,17.349106,17.349106,34.698212
30.343391,27.17516,27.17516,54.35032
16.553276,4.352674,4.352674,8.705348
11.761488,0.78116286,0.78116286,1.56232572
0,0,0,0
0,0.8786031,0.8786031,1.7572062
0,0,0,0
0,0,0,0
0.20102876,1.6813844,1.6813844,3.3627688
7.8730545,19.489548,19.489548,38.979096
35.115788,4.3678164,4.3678164,8.7356328
4.0175776,1.1461722,1.1461722,2.2923444
0,0,0,0
4.006271,1.4971843,1.4971843,2.9943686
1.9567326,1.8163128,1.8163128,3.6326256
1.0485636,31.538784,31.538784,63.077568
5.6306696,22.682447,22.682447,45.364894
24.28237,28.240116,28.240116,56.480232
44.23207,3.7675707,3.7675707,7.5351414
0.9704658,0,0,0
7.835565,8.262981,8.262981,16.525962
11.691028,2.2460732,2.2460732,4.4921464
3.0353706,9.116708,9.116708,18.233416
0,1.8517766,1.8517766,3.7035532
0,0,0,0
87.24807,27.3468,27.3468,54.6936
15.534173,0.4624146,0.4624146,0.9248292
0,0.8904244,0.8904244,1.7808488
0,0,0,0
0,0,0,0
1.9632165,0.16332431,0.16332431,0.32664862
38.03326,13.9802885,13.9802885,27.960577
0,0,0,0
0,0,0,0
0,0,0,0
0,0.1654982,0.1654982,0.3309964
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.7749066,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1.7572062,1.7572062,3.5144124
34.95077,5.414755,5.414755,10.82951
0.24742343,0.7329206,0.7329206,1.4658412
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.6866729,1.0975763,1.0975763,2.1951526
0,0,0,0
0,0,0,0
0.5015075,0,0,0
5.18637,13.0358715,13.0358715,26.071743
0.34063786,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.131055,9.148684,9.148684,18.297368
1.9057286,0.24407299,0.24407299,0.48814598
0,0,0,0
6.7575874,18.104677,18.104677,36.209354
1.6724821,3.6620424,3.6620424,7.3240848
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.9646138,0.38723898,0.38723898,0.77447796
0,0,0,0
0.92431074,0.2783542,0.2783542,0.5567084
1.1091728,0.39370963,0.39370963,0.78741926
0.92431074,0.44698694,0.44698694,0.89397388
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.9593704,0.6317374,0.6317374,1.2634748
1.1161795,0.17810564,0.17810564,0.35621128
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.7831192,0.4294543,0.4294543,0.8589086
9.940969,12.247913,12.247913,24.495826
2.2650788,0,0,0
19.871738,18.19813,18.19813,36.39626
0,0,0,0
21.510221,11.759955,11.759955,23.51991
5.778878,4.9869046,4.9869046,9.9738092
0.11354595,0.21694843,0.21694843,0.43389686
1.9918456,0.16320242,0.16320242,0.32640484
0.2411782,0,0,0
0.7928365,0,0,0
2.3226626,5.4422054,5.4422054,10.8844108
1.1033165,0.1552026,0.1552026,0.3104052
0.3009045,0,0,0
0.7021105,0,0,0
0.6260625,1.7732145,1.7732145,3.546429
0.9027135,0.1295107,0.1295107,0.2590214
1.8865775,0.17984326,0.17984326,0.35968652
0.6747986,0.89911467,0.89911467,1.79822934
0,0,0,0
0.9948542,0.9893748,0.9893748,1.9787496
2.5425522,7.242163,7.242163,14.484326
3.7079551,4.053082,4.053082,8.106164
0,0,0,0
0,0,0,0
15.993245,9.019513,9.019513,18.039026
0,0,0,0
1.0760045,0.9574471,0.9574471,1.9148942
18.9203,23.169655,23.169655,46.33931
0.7942512,0.9775801,0.9775801,1.9551602
2.5043433,1.1317314,1.1317314,2.2634628
0.100301504,0,0,0
3.7111557,0.47530004,0.47530004,0.95060008
0.100301504,0,0,0
0,0,0,0
1.6882474,0,0,0
1.157155,0.8866072,0.8866072,1.7732144
0.9647128,0,0,0
0.20060301,0,0,0
4.9271526,3.1333055,3.1333055,6.266611
3.617673,0,0,0
6.099241,0.71937305,0.71937305,1.4387461
0,0,0,0
0.38923222,0.25328684,0.25328684,0.50657368
2.4667335,4.6556044,4.6556044,9.3112088
0.3930452,0.9122991,0.9122991,1.8245982
22.44718,5.5413065,5.5413065,11.082613
8.501145,3.7024457,3.7024457,7.4048914
1.0485569,0,0,0
0.5936482,0.9449397,0.9449397,1.8898794
0.77792954,2.7209513,2.7209513,5.4419026
10.064053,14.363969,14.363969,28.727938
17.426699,24.689941,24.689941,49.379882
42.064514,44.904842,44.904842,89.809684
10.044394,7.977299,7.977299,15.954598
4.2149363,0.45486432,0.45486432,0.90972864
2.054537,3.6915827,3.6915827,7.3831654
0.19244218,0.8970302,0.8970302,1.7940604
0,0,0,0
1.6882474,0,0,0
0,0,0,0
0.100301504,0,0,0
0.19244218,0.8866072,0.8866072,1.7732144
0.92413765,0,0,0
0.20060301,0,0,0
0.601809,0,0,0
0.100301504,0,0,0
1.0244391,0,0,0
0.5936482,0.9449397,0.9449397,1.8898794
0.5015075,0,0,0
0.4431959,0.91872215,0.91872215,1.8374443
0,0,0,0
0.3009045,0,0,0
2.9595234,3.6315043,3.6315043,7.2630086
1.0345883,1.083598,1.083598,2.167196
3.9815907,3.2559032,3.2559032,6.5118064
2.3812137,2.077885,2.077885,4.15577
0.6423842,0,0,0
0.40120602,0,0,0
1.066429,0.90587616,0.90587616,1.81175232
3.707541,1.0626556,1.0626556,2.1253112
0,0,0,0
0,0,0,0
0.25075376,0,0,0
1.7150522,2.8293262,2.8293262,5.6586524
0.79642516,0.22456487,0.22456487,0.44912974
0.68578887,1.8395466,1.8395466,3.6790932
0.29274368,0.8994532,0.8994532,1.7989064
0.40120602,0,0,0
0.3009045,0,0,0
0.83341163,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.40120602,0,0,0
0,0,0,0
0.100301504,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.362675,0.28184605,0.28184605,0.5636921
1.1676967,0.9162038,0.9162038,1.8324076
12.870703,24.115263,24.115263,48.230526
53.42883,50.98882,50.98882,101.97764
20.223436,7.2297797,7.2297797,14.4595594
1.404221,0.17984326,0.17984326,0.35968652
3.5399084,3.777656,3.777656,7.555312
13.074029,4.9861426,4.9861426,9.9722852
1.9128625,2.1384382,2.1384382,4.2768764
4.7018385,0.10139575,0.10139575,0.2027915
14.636789,2.9890718,2.9890718,5.9781436
21.332506,26.29188,26.29188,52.58376
6.8838897,2.3622532,2.3622532,4.7245064
9.224196,3.0745711,3.0745711,6.1491422
0,0,0,0
0.12974408,0,0,0
0.12974408,0,0,0
20.38806,10.445246,10.445246,20.890492
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.40120602,0,0,0
1.3470953,6.2062507,6.2062507,12.4125014
0,0,0,0
0,0,0,0
0,0,0,0
0.100301504,0,0,0
1.9244218,8.866073,8.866073,17.732146
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.16931473,0.16931473,0.33862946
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
32.219543,0,0,0
0,0,0,0
1.2103336,4.4569716,4.4569716,8.9139432
0,0,0,0
0.20539387,8.007249,8.007249,16.014498
0,0.16101204,0.16101204,0.32202408
0.98166,2.3507698,2.3507698,4.7015396
0.48816553,4.926702,4.926702,9.853404
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.119371,0.119371,0.238742
2.6500695,24.21867,24.21867,48.43734
23.793535,4.0036244,4.0036244,8.0072488
34.268036,0,0,0
38.85298,0,0,0
0,0,0,0
0,0,0,0
0.7709372,1.8461542,1.8461542,3.6923084
0,0.123076946,0.123076946,0.246153892
1.0585614,2.461539,2.461539,4.923078
2.241973,9.983455,9.983455,19.96691
0.10279162,0.24615389,0.24615389,0.49230778
0,0,0,0
4.1965237,2.5308177,2.5308177,5.0616354
6.6334352,0.6192811,0.6192811,1.2385622
0,1.8491623,1.8491623,3.6983246
0,0,0,0
0,0,0,0
0,0.49542487,0.49542487,0.99084974
0,0,0,0
0,0,0,0
0,0.8007249,0.8007249,1.6014498
35.423214,1.6282343,1.6282343,3.2564686
0,0,0,0
0,0.28219122,0.28219122,0.56438244
0.43566865,20.549755,20.549755,41.09951
0.7895235,16.48411,16.48411,32.96822
0,0.7587934,0.7587934,1.5175868
0,0,0,0
0,0,0,0
1.9289595,1.0172023,1.0172023,2.0344046
0,1.3911213,1.3911213,2.7822426
0,1.9149326,1.9149326,3.8298652
0,0.5332511,0.5332511,1.0665022
0,1.0117246,1.0117246,2.0234492
0,1.7168357,1.7168357,3.4336714
3.9153883,1.4177412,1.4177412,2.8354824
3.201878,1.5543205,1.5543205,3.108641
0,1.5175868,1.5175868,3.0351736
0,2.02268,2.02268,4.04536
0,2.321094,2.321094,4.642188
7.7565527,3.4291735,3.4291735,6.858347
3.9091682,1.8062288,1.8062288,3.6124576
2.0782387,3.7007017,3.7007017,7.4014034
11.618776,4.670258,4.670258,9.340516
0,2.1499145,2.1499145,4.299829
0.12995575,6.117136,6.117136,12.234272
3.1371214,11.770272,11.770272,23.540544
5.916834,3.6042583,3.6042583,7.2085166
1.9645607,0,0,0
0,0,0,0
4.9591236,5.68503,5.68503,11.37006
2.0285652,2.3377314,2.3377314,4.6754628
0.14927906,2.9364302,2.9364302,5.8728604
1.0871652,2.5916421,2.5916421,5.1832842
0,2.7759957,2.7759957,5.5519914
0,3.2180774,3.2180774,6.4361548
8.883032,21.815626,21.815626,43.631252
0,1.601746,1.601746,3.203492
0,4.6668205,4.6668205,9.333641
13.095303,10.016806,10.016806,20.033612
0.10311937,4.952442,4.952442,9.904884
0,1.5649341,1.5649341,3.1298682
0,0.7587934,0.7587934,1.5175868
12.708018,8.000734,8.000734,16.001468
1.9388553,2.9505775,2.9505775,5.901155
0,5.6784573,5.6784573,11.3569146
16.69558,11.260122,11.260122,22.520244
11.100737,19.376192,19.376192,38.752384
0.9704658,1.4020767,1.4020767,2.8041534
0,0,0,0
0,1.9588115,1.9588115,3.917623
1.9329501,0.26388666,0.26388666,0.52777332
3.035109,0.8350053,0.8350053,1.6700106
0,0.3793967,0.3793967,0.7587934
2.9070916,0.5732561,0.5732561,1.1465122
0,0.7587934,0.7587934,1.5175868
0,0.11669371,0.11669371,0.23338742
0,0.885259,0.885259,1.770518
2.8994253,0.64876115,0.64876115,1.2975223
0,0.885259,0.885259,1.770518
0.21652694,1.3817241,1.3817241,2.7634482
0,0,0,0
0,1.1800596,1.1800596,2.3601192
11.177715,11.499064,11.499064,22.998128
5.0179677,7.645742,7.645742,15.291484
0,1.5449755,1.5449755,3.089951
0,3.4047103,3.4047103,6.8094206
11.86191,12.189798,12.189798,24.379596
0,5.656458,5.656458,11.312916
7.7847047,8.114658,8.114658,16.229316
19.738722,21.473585,21.473585,42.94717
8.078824,12.61201,12.61201,25.22402
2.097422,5.493071,5.493071,10.986142
0,0.928532,0.928532,1.857064
0,1.2961497,1.2961497,2.5922994
0,0.74313736,0.74313736,1.48627472
0.16961244,4.5724406,4.5724406,9.1448812
0,2.8486931,2.8486931,5.6973862
2.8685987,1.1762445,1.1762445,2.352489
0,3.459293,3.459293,6.918586
0.11817249,1.7860652,1.7860652,3.5721304
0,0,0,0
0,1.4239568,1.4239568,2.8479136
2.92122,1.9186025,1.9186025,3.837205
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.9947251,2.3949387,2.3949387,4.7898774
1.9773084,1.9809203,1.9809203,3.9618406
0,2.548589,2.548589,5.097178
2.903752,0,0,0
0,5.5580797,5.5580797,11.1161594
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.1443107,6.84801,6.84801,13.69602
0,1.5794147,1.5794147,3.1588294
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25.98708,0,0,0
0,0,0,0
9.20669,22.133476,22.133476,44.266952
27.427706,38.58464,38.58464,77.16928
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1.0117246,1.0117246,2.0234492
43.867863,25.379639,25.379639,50.759278
9.06048,22.117315,22.117315,44.23463
47.67942,12.677239,12.677239,25.354478
0,0.885259,0.885259,1.770518
9.729756,0.50794417,0.50794417,1.01588834
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.227783,13.174965,13.174965,26.34993
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.11189937,8.872529,8.872529,17.745058
0,0,0,0
0,0,0,0
3.8912096,1.4021821,1.4021821,2.8043642
18.271109,14.330362,14.330362,28.660724
0.10449318,0.30518064,0.30518064,0.61036128
0,0,0,0
0,0,0,0
0,0,0,0
0.10279162,0.24615389,0.24615389,0.49230778
0,0,0,0
0,0.19944246,0.19944246,0.39888492
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
