Year,Month,Point1,Point2,Point3,Point4
1960,4,10.5787631,20.795392659999997,20.795392659999997,41.590785319999995
1960,5,111.17306779,106.91768492,106.91768492,213.83536984
1960,6,21.16916068,67.98920917400001,67.98920917400001,135.97841834800002
1960,7,185.21244619999996,232.27999717,232.27999717,464.55999434
1960,8,38.34550948,29.068719300999998,29.068719300999998,58.137438601999996
1960,9,255.39549551999997,248.31940103999997,248.31940103999997,496.63880207999995
1960,10,38.22337989,29.346356550000003,29.346356550000003,58.692713100000006
1960,11,53.99473497999999,47.3957078,47.3957078,94.7914156
1960,12,5.8534374,0.0,0.0,0.0
1961,1,0.0,0.0,0.0,0.0
1961,2,0.0,0.0,0.0,0.0
1961,3,0.0,0.0,0.0,0.0
1961,4,9.555077279999999,20.56201512,20.56201512,41.12403024
1961,5,169.53038844,169.21231919,169.21231919,338.42463838
1961,6,134.24549499,40.93156237,40.93156237,81.86312474
1961,7,315.5118262000001,238.19883840999998,238.19883840999998,476.39767681999996
1961,8,36.46152549999999,45.3802017,45.3802017,90.7604034
1961,9,26.28207819,27.101527429999997,27.101527429999997,54.203054859999995
1961,10,129.84103305,53.30987738999999,53.30987738999999,106.61975477999998
1961,11,6.0453534,0.0,0.0,0.0
1961,12,0.0,0.0,0.0,0.0
1962,1,0.0,2.5878386,2.5878386,5.1756772
1962,2,0.0,4.53070398,4.53070398,9.06140796
1962,3,2.59489588,4.72236117,4.72236117,9.44472234
1962,4,9.42775852,80.34769002000002,80.34769002000002,160.69538004000003
1962,5,46.415495606,11.49472372,11.49472372,22.98944744
1962,6,32.672164364,46.556346950000005,46.556346950000005,93.11269390000001
1962,7,237.22399586600002,393.52684569999997,393.52684569999997,787.0536913999999
1962,8,37.44114481,210.56130515,210.56130515,421.1226103
1962,9,393.99687652,365.17146263,365.17146263,730.34292526
1962,10,54.875373249999996,18.905179359999998,18.905179359999998,37.810358719999996
1962,11,8.759020280000001,14.557453254999999,14.557453254999999,29.114906509999997
1962,12,22.14816346,35.77043391,35.77043391,71.54086782
1963,1,0.0,0.0,0.0,0.0
1963,2,19.047149930000003,27.758094959999998,27.758094959999998,55.516189919999995
1963,3,14.052298500000001,9.724991319999999,9.724991319999999,19.449982639999998
1963,4,36.28583336,18.057611020000003,18.057611020000003,36.115222040000006
1963,5,53.65475273,7.485687199999999,7.485687199999999,14.971374399999998
1963,6,122.78804740000001,26.63219004,26.63219004,53.26438008
1963,7,111.56544471999997,87.50226646,87.50226646,175.00453292
1963,8,121.50832495,135.70104484,135.70104484,271.40208968
1963,9,59.00189580999999,44.396188390000006,44.396188390000006,88.79237678000001
1963,10,178.90608876,140.90190445000002,140.90190445000002,281.80380890000004
1963,11,5.249196,13.301061,13.301061,26.602122
1963,12,0.0,0.0,0.0,0.0
1964,1,0.0,0.0,0.0,0.0
1964,2,0.0,0.0,0.0,0.0
1964,3,11.586781300000002,1.8468036900000002,1.8468036900000002,3.6936073800000004
1964,4,41.33673581,3.4214948,3.4214948,6.8429896
1964,5,11.706874800000001,0.1910136,0.1910136,0.3820272
1964,6,93.46874975399999,25.375239980000003,25.375239980000003,50.75047996000001
1964,7,167.99485369,53.685420859999994,53.685420859999994,107.37084171999999
1964,8,163.052232466,72.067849814,72.067849814,144.135699628
1964,9,204.67193162999996,306.98608765,306.98608765,613.9721753
1964,10,140.76596722000002,141.71146603,141.71146603,283.42293206
1964,11,19.7096699,35.99171256,35.99171256,71.98342512
1964,12,3.7887936,6.17972893,6.17972893,12.35945786
1965,1,0.0,0.0,0.0,0.0
1965,2,0.0,0.0,0.0,0.0
1965,3,0.0,0.0,0.0,0.0
1965,4,18.56050501,8.679773359999999,8.679773359999999,17.359546719999997
1965,5,73.89643334,17.188543250000002,17.188543250000002,34.377086500000004
1965,6,96.34789599999999,7.516821040000001,7.516821040000001,15.033642080000002
1965,7,206.57674519000005,169.79006429999995,169.79006429999995,339.5801285999999
1965,8,74.44608624,81.07494183600001,81.07494183600001,162.14988367200002
1965,9,64.15810386,54.147236019999994,54.147236019999994,108.29447203999999
1965,10,47.7417256,31.1621161,31.1621161,62.3242322
1965,11,0.0,0.0,0.0,0.0
1965,12,81.0558674,78.2281312,78.2281312,156.4562624
1966,1,0.0,0.21510896,0.21510896,0.43021792
1966,2,0.0,0.0,0.0,0.0
1966,3,0.5754110800000001,5.06048455,5.06048455,10.1209691
1966,4,0.0,0.767120955,0.767120955,1.53424191
1966,5,145.38955343,251.88092044,251.88092044,503.76184088
1966,6,90.99388785999999,113.6097506,113.6097506,227.2195012
1966,7,123.17823492000001,174.68647399999998,174.68647399999998,349.37294799999995
1966,8,30.800383240000002,14.19439492,14.19439492,28.38878984
1966,9,92.79017586999998,110.93506954,110.93506954,221.87013908
1966,10,33.86734596,22.481706940000002,22.481706940000002,44.963413880000004
1966,11,208.48883959999998,138.84879503500002,138.84879503500002,277.69759007000005
1966,12,25.938034599999998,13.198197299999999,13.198197299999999,26.396394599999997
1967,1,0.0,0.0,0.0,0.0
1967,2,0.0,0.0,0.0,0.0
1967,3,2.909625,3.656366,3.656366,7.312732
1967,4,32.7782174,25.5802525,25.5802525,51.160505
1967,5,16.936018609999998,17.09183011,17.09183011,34.18366022
1967,6,105.78594985000001,99.49725161999999,99.49725161999999,198.99450323999997
1967,7,165.88282204,154.17415153500002,154.17415153500002,308.34830307000004
1967,8,49.673219270000004,40.308950275,40.308950275,80.61790055
1967,9,142.32964504,144.01574935,144.01574935,288.0314987
1967,10,105.185294,109.04926270000001,109.04926270000001,218.09852540000003
1967,11,3.205254,2.0714064,2.0714064,4.1428128
1967,12,16.12059706,14.091077199999999,14.091077199999999,28.182154399999998
1968,1,6.879083,0.22433963,0.22433963,0.44867926
1968,2,0.0,0.0,0.0,0.0
1968,3,31.1070974,8.07240892,8.07240892,16.14481784
1968,4,23.427501799999998,16.318490750000002,16.318490750000002,32.636981500000005
1968,5,10.516525346,18.1460819,18.1460819,36.2921638
1968,6,78.17465164000001,22.36839724,22.36839724,44.73679448
1968,7,99.18626699000001,64.67218744,64.67218744,129.34437488
1968,8,42.601365514,38.74880331,38.74880331,77.49760662
1968,9,214.42358127400001,283.89538350000004,283.89538350000004,567.7907670000001
1968,10,83.22556333,93.67694545999998,93.67694545999998,187.35389091999997
1968,11,9.002888,17.92043046,17.92043046,35.84086092
1968,12,0.0,0.0,0.0,0.0
1969,1,0.0,0.0,0.0,0.0
1969,2,0.0,0.0,0.0,0.0
1969,3,7.868555,0.0,0.0,0.0
1969,4,8.4978126,36.6574194,36.6574194,73.3148388
1969,5,7.141321,0.112573676,0.112573676,0.225147352
1969,6,61.57984844999999,46.63268567000001,46.63268567000001,93.26537134000002
1969,7,129.5033659,329.46058279999994,329.46058279999994,658.9211655999999
1969,8,141.06317102,360.4405550099999,360.4405550099999,720.8811100199998
1969,9,82.98021325,106.15099660000001,106.15099660000001,212.30199320000003
1969,10,70.00576406,31.843593440000003,31.843593440000003,63.687186880000006
1969,11,51.10804067,11.8486846,11.8486846,23.6973692
1969,12,7.5071347699999995,0.3172216,0.3172216,0.6344432
1970,1,0.0,0.0,0.0,0.0
1970,2,0.0,0.0,0.0,0.0
1970,3,0.0,0.0,0.0,0.0
1970,4,59.37006105,13.927459299999999,13.927459299999999,27.854918599999998
1970,5,15.10406165,21.149037120000003,21.149037120000003,42.298074240000005
1970,6,26.16005704,53.06673707,53.06673707,106.13347414
1970,7,59.67416325999999,59.368242869999996,59.368242869999996,118.73648573999999
1970,8,84.51356985,103.85617260999999,103.85617260999999,207.71234521999997
1970,9,149.46961427,96.77466267,96.77466267,193.54932534
1970,10,159.31038108,39.78274597,39.78274597,79.56549194
1970,11,0.0,0.0,0.0,0.0
1970,12,0.0,0.0,0.0,0.0
1971,1,0.0,0.0,0.0,0.0
1971,2,0.0,0.0,0.0,0.0
1971,3,0.0,0.0,0.0,0.0
1971,4,13.356164880000001,19.7617962,19.7617962,39.5235924
1971,5,85.93913979000001,111.90514825,111.90514825,223.8102965
1971,6,68.02770743,82.95442596000001,82.95442596000001,165.90885192000002
1971,7,25.176925880000002,36.099137330000005,36.099137330000005,72.19827466000001
1971,8,89.62198999,87.02312966000001,87.02312966000001,174.04625932000002
1971,9,110.49658087,111.25025403,111.25025403,222.50050806
1971,10,52.986020260000004,94.45777496,94.45777496,188.91554992
1971,11,0.0,0.0,0.0,0.0
1971,12,0.0,0.0,0.0,0.0
1972,1,0.0,0.0,0.0,0.0
1972,2,0.0,0.0,0.0,0.0
1972,3,0.0,0.0,0.0,0.0
1972,4,47.298333819999996,1.0798556400000001,1.0798556400000001,2.1597112800000002
1972,5,1.135314556,2.53991941,2.53991941,5.07983882
1972,6,34.494570919000004,29.573146469999998,29.573146469999998,59.146292939999995
1972,7,53.739397770000004,50.308690490000004,50.308690490000004,100.61738098000001
1972,8,0.26750438,8.07599702,8.07599702,16.15199404
1972,9,76.41028856,88.61156275999998,88.61156275999998,177.22312551999997
1972,10,21.702680649999998,21.28357883,21.28357883,42.56715766
1972,11,0.6048273799999999,5.15273425,5.15273425,10.3054685
1972,12,0.0,0.0,0.0,0.0
1973,1,0.0,0.0,0.0,0.0
1973,2,0.0,0.0,0.0,0.0
1973,3,0.0,0.0,0.0,0.0
1973,4,10.959929,0.0,0.0,0.0
1973,5,44.72644648,48.910347300000005,48.910347300000005,97.82069460000001
1973,6,33.48968008000001,111.94903262,111.94903262,223.89806524
1973,7,174.01228797,96.75894732,96.75894732,193.51789464
1973,8,152.48810219,66.33409649,66.33409649,132.66819298
1973,9,57.50003487,42.92649628,42.92649628,85.85299256
1973,10,98.36182267,95.22312858999999,95.22312858999999,190.44625717999998
1973,11,1.24554363,0.11630276,0.11630276,0.23260552
1973,12,0.7232085500000001,0.0,0.0,0.0
1974,1,0.0,0.0,0.0,0.0
1974,2,0.0,0.0,0.0,0.0
1974,3,16.94582063,3.0979270999999997,3.0979270999999997,6.195854199999999
1974,4,24.03500286,4.81321744,4.81321744,9.62643488
1974,5,134.92704257,39.65872625,39.65872625,79.3174525
1974,6,118.0077426,45.450597280000004,45.450597280000004,90.90119456000001
1974,7,43.701751269999995,71.62369488,71.62369488,143.24738976
1974,8,109.48149619000002,45.934588600000005,45.934588600000005,91.86917720000001
1974,9,226.097431,199.86146329000002,199.86146329000002,399.72292658000003
1974,10,237.1033593,142.14469820500003,142.14469820500003,284.28939641000005
1974,11,0.0,0.0,0.0,0.0
1974,12,0.0,0.0,0.0,0.0
1975,1,0.0,0.0,0.0,0.0
1975,2,0.0,0.0,0.0,0.0
1975,3,0.0,0.0,0.0,0.0
1975,4,1.11609567,1.9897367899999998,1.9897367899999998,3.9794735799999996
1975,5,13.963253210000001,82.85401110999999,82.85401110999999,165.70802221999998
1975,6,129.33624142,118.10520285999999,118.10520285999999,236.21040571999998
1975,7,146.75094712,236.05497756,236.05497756,472.10995512
1975,8,37.755465900000004,45.23802587,45.23802587,90.47605174
1975,9,269.8068816499999,208.13515879,208.13515879,416.27031758
1975,10,222.50231862000004,458.96700975,458.96700975,917.9340195
1975,11,1.8180946,9.625891,9.625891,19.251782
1975,12,0.0,0.0,0.0,0.0
1976,1,0.0,0.0,0.0,0.0
1976,2,0.0,0.0,0.0,0.0
1976,3,16.49947993,11.22714729,11.22714729,22.45429458
1976,4,19.29850167,8.7639321,8.7639321,17.5278642
1976,5,21.9720737,1.1175974800000001,1.1175974800000001,2.2351949600000003
1976,6,182.22634742,102.03441559999999,102.03441559999999,204.06883119999998
1976,7,89.76462444,181.18547886,181.18547886,362.37095772
1976,8,72.45091699,163.05075104999995,163.05075104999995,326.1015020999999
1976,9,73.79384993999999,101.27441678,101.27441678,202.54883356
1976,10,25.806003110000002,7.62824358,7.62824358,15.25648716
1976,11,75.25130736999999,149.10450919999997,149.10450919999997,298.20901839999993
1976,12,0.0,0.0,0.0,0.0
1977,1,0.0,0.0,0.0,0.0
1977,2,0.0,0.0,0.0,0.0
1977,3,0.10607874,9.4075507,9.4075507,18.8151014
1977,4,42.47931466,33.54806328,33.54806328,67.09612656
1977,5,114.80196698,201.29757361999998,201.29757361999998,402.59514723999996
1977,6,295.348924996,185.07643611999998,185.07643611999998,370.15287223999997
1977,7,79.53180302,188.54215481,188.54215481,377.08430962
1977,8,63.14709151,91.29686916000001,91.29686916000001,182.59373832000003
1977,9,63.474030045999996,74.81560705,74.81560705,149.6312141
1977,10,155.23463710000001,110.4031947,110.4031947,220.8063894
1977,11,82.01451519,152.13955032,152.13955032,304.27910064
1977,12,0.0,0.0,0.0,0.0
1978,1,0.0,0.0,0.0,0.0
1978,2,2.2409482,2.29885917,2.29885917,4.59771834
1978,3,0.0,0.0,0.0,0.0
1978,4,44.79103887,227.54248588,227.54248588,455.08497176
1978,5,13.749814429999999,121.05563639,121.05563639,242.11127278
1978,6,52.29573137,126.70732125,126.70732125,253.4146425
1978,7,65.09992438600001,52.842718819999995,52.842718819999995,105.68543763999999
1978,8,84.97336821,86.18525102,86.18525102,172.37050204
1978,9,152.01796882,182.6333295,182.6333295,365.266659
1978,10,110.42858820400001,149.79215987999999,149.79215987999999,299.58431975999997
1978,11,53.328426,118.18780447,118.18780447,236.37560894
1978,12,0.0,0.0,0.0,0.0
1979,1,0.0,0.0,0.0,0.0
1979,2,0.0,0.0,0.0,0.0
1979,3,0.0,0.0,0.0,0.0
1979,4,0.70669246,2.2227676,2.2227676,4.4455352
1979,5,50.062285754,5.08185677,5.08185677,10.16371354
1979,6,109.66942470000001,35.808228590000006,35.808228590000006,71.61645718000001
1979,7,99.4943618,60.33028367399999,60.33028367399999,120.66056734799999
1979,8,140.92942997,78.08221128999999,78.08221128999999,156.16442257999998
1979,9,301.23818697,159.32173344999998,159.32173344999998,318.64346689999996
1979,10,106.18621197600001,18.51324588,18.51324588,37.02649176
1979,11,38.050335254000004,18.30772091,18.30772091,36.61544182
1979,12,0.0,0.0,0.0,0.0
1980,1,0.0,0.0,0.0,0.0
1980,2,0.0,0.0,0.0,0.0
1980,3,0.0,0.0,0.0,0.0
1980,4,131.9212882,2.74620456,2.74620456,5.49240912
1980,5,45.43630456999999,4.36472352,4.36472352,8.72944704
1980,6,88.20820397000001,84.11553724000001,84.11553724000001,168.23107448000002
1980,7,109.30417484,104.3728189,104.3728189,208.7456378
1980,8,98.17586388000001,107.490507564,107.490507564,214.981015128
1980,9,56.2367761,116.68555224,116.68555224,233.37110448
1980,10,46.803969099999996,25.187562,25.187562,50.375124
1980,11,44.357228989999996,69.1114204,69.1114204,138.2228408
1980,12,17.80843797,19.0080816,19.0080816,38.0161632
1981,1,0.9476336,0.55969794,0.55969794,1.11939588
1981,2,0.0,0.0,0.0,0.0
1981,3,0.119721025,0.354639,0.354639,0.709278
1981,4,63.6429805,17.12302523,17.12302523,34.24605046
1981,5,0.44373293,24.299440530000002,24.299440530000002,48.598881060000004
1981,6,218.29703563,217.10224746,217.10224746,434.20449492
1981,7,68.669229074,93.68354884,93.68354884,187.36709768
1981,8,76.5666446,63.137720519999995,63.137720519999995,126.27544103999999
1981,9,429.544660015,340.07292414999995,340.07292414999995,680.1458482999999
1981,10,96.87942564,2.1269845,2.1269845,4.253969
1981,11,7.7899074,0.90230375,0.90230375,1.8046075
1981,12,0.0,0.0,0.0,0.0
1982,1,0.0,0.0,0.0,0.0
1982,2,0.0,0.0,0.0,0.0
1982,3,0.0,0.0,0.0,0.0
1982,4,0.119721025,5.140514619999999,5.140514619999999,10.281029239999999
1982,5,113.39549950000003,116.60864983,116.60864983,233.21729966
1982,6,208.9292601,77.2993472,77.2993472,154.5986944
1982,7,135.3227489,77.63443798,77.63443798,155.26887596
1982,8,66.59893714,80.10497105999998,80.10497105999998,160.20994211999997
1982,9,171.25615027999999,118.55861040000002,118.55861040000002,237.11722080000004
1982,10,68.0983038,89.87919415999998,89.87919415999998,179.75838831999997
1982,11,44.510597849999996,39.2903245,39.2903245,78.580649
1982,12,0.0,0.0,0.0,0.0
1983,1,0.0,0.0,0.0,0.0
1983,2,0.0,0.0,0.0,0.0
1983,3,0.0,0.0,0.0,0.0
1983,4,0.0,0.0,0.0,0.0
1983,5,7.1831857,13.154712189999998,13.154712189999998,26.309424379999996
1983,6,145.0834993,178.4625331,178.4625331,356.9250662
1983,7,60.81467919000001,64.7348949,64.7348949,129.4697898
1983,8,94.77479018000001,145.82063455999997,145.82063455999997,291.64126911999995
1983,9,104.73430171000003,77.78528254000001,77.78528254000001,155.57056508000002
1983,10,22.304616319999997,13.76771475,13.76771475,27.5354295
1983,11,19.2385502,2.54157946,2.54157946,5.08315892
1983,12,9.010315,9.660808,9.660808,19.321616
1984,1,0.0,0.0,0.0,0.0
1984,2,21.3625588,8.4702997,8.4702997,16.9405994
1984,3,15.832742,1.5072157800000001,1.5072157800000001,3.0144315600000002
1984,4,5.915004,44.17724401,44.17724401,88.35448802
1984,5,0.0,0.34778857,0.34778857,0.69557714
1984,6,42.79164883,18.98513948,18.98513948,37.97027896
1984,7,110.63484147999999,152.26922549000005,152.26922549000005,304.5384509800001
1984,8,38.36402779,30.7960669,30.7960669,61.5921338
1984,9,77.08511303000002,73.42906064999998,73.42906064999998,146.85812129999997
1984,10,75.51139973,105.15421769,105.15421769,210.30843538
1984,11,0.0,0.0,0.0,0.0
1984,12,0.0,0.0,0.0,0.0
1985,1,0.0,0.0,0.0,0.0
1985,2,0.0,0.0,0.0,0.0
1985,3,1.0279163,4.77302552,4.77302552,9.54605104
1985,4,34.1792908,3.6196498999999998,3.6196498999999998,7.2392997999999995
1985,5,13.3197471,24.005516399999998,24.005516399999998,48.011032799999995
1985,6,42.80276013,75.18827768,75.18827768,150.37655536
1985,7,74.9733432,114.30530103,114.30530103,228.61060206
1985,8,54.201049319999996,74.90768109999999,74.90768109999999,149.81536219999998
1985,9,63.17496901,95.51913969,95.51913969,191.03827938
1985,10,61.611093999999994,73.84421306,73.84421306,147.68842612
1985,11,0.28367952,20.282160599999997,20.282160599999997,40.564321199999995
1985,12,0.0,0.0,0.0,0.0
1986,1,2.1742408,0.42660847,0.42660847,0.85321694
1986,2,0.0,0.0,0.0,0.0
1986,3,2.4566433,0.0,0.0,0.0
1986,4,12.370772800000001,4.5936062,4.5936062,9.1872124
1986,5,13.942162969999998,1.71568153,1.71568153,3.43136306
1986,6,134.17247117000002,141.93618397,141.93618397,283.87236794
1986,7,18.9444861,18.381888674000002,18.381888674000002,36.763777348000005
1986,8,55.654442579999994,70.91877319,70.91877319,141.83754638
1986,9,96.96128666999999,154.81144129000003,154.81144129000003,309.62288258000007
1986,10,16.16013404,14.23588109,14.23588109,28.47176218
1986,11,27.1805539,25.9736913,25.9736913,51.9473826
1986,12,0.0,0.0,0.0,0.0
1987,1,20.327017,15.850295,15.850295,31.70059
1987,2,0.0,0.0,0.0,0.0
1987,3,0.31919995,44.001087,44.001087,88.002174
1987,4,0.47787978999999997,14.969724,14.969724,29.939448
1987,5,92.46421898,106.03710265000001,106.03710265000001,212.07420530000002
1987,6,126.48769510000001,131.70159013,131.70159013,263.40318026
1987,7,59.9773675,91.3297681,91.3297681,182.6595362
1987,8,138.94483545,108.96988913,108.96988913,217.93977826
1987,9,106.96577267999999,97.82690198399999,97.82690198399999,195.65380396799998
1987,10,127.27444,111.2035014,111.2035014,222.4070028
1987,11,28.902130200000002,38.8826667,38.8826667,77.7653334
1987,12,28.3826807,28.03084534,28.03084534,56.06169068
1988,1,0.0,0.0,0.0,0.0
1988,2,0.0,0.0,0.0,0.0
1988,3,0.0,0.0,0.0,0.0
1988,4,59.652504570000005,21.60751866,21.60751866,43.21503732
1988,5,41.86725867,46.2739547,46.2739547,92.5479094
1988,6,87.1424338,118.30415411,118.30415411,236.60830822
1988,7,118.77608539999997,150.6863459,150.6863459,301.3726918
1988,8,122.002152,206.24458992,206.24458992,412.48917984
1988,9,338.76462106,216.94121956,216.94121956,433.88243912
1988,10,39.9964765,14.30911101,14.30911101,28.61822202
1988,11,5.7749066,0.0,0.0,0.0
1988,12,35.198193429999996,7.9048818,7.9048818,15.8097636
1989,1,0.0,0.0,0.0,0.0
1989,2,0.0,0.0,0.0,0.0
1989,3,7.715188260000001,14.1334478,14.1334478,28.2668956
1989,4,14.4668531,31.15947639,31.15947639,62.31895278
1989,5,9.99795798,2.31613279,2.31613279,4.63226558
1989,6,118.83771865,102.99041387999999,102.99041387999999,205.98082775999998
1989,7,149.43818025800002,122.05667895,122.05667895,244.1133579
1989,8,26.434052188000003,20.560582179999997,20.560582179999997,41.121164359999995
1989,9,171.26508832399998,129.43316446,129.43316446,258.86632892
1989,10,20.647548159999996,10.445246,10.445246,20.890492
1989,11,3.7730246240000005,15.0723237,15.0723237,30.1446474
1989,12,0.0,0.0,0.0,0.0
1990,1,0.0,0.0,0.0,0.0
1990,2,0.0,0.16931473,0.16931473,0.33862946
1990,3,0.0,0.0,0.0,0.0
1990,4,0.0,0.0,0.0,0.0
1990,5,143.04050342,65.43556657600001,65.43556657600001,130.87113315200003
1990,6,66.07202674999999,68.82227119,68.82227119,137.64454238
1990,7,101.45455048,145.33917326,145.33917326,290.67834652
1990,8,77.85791287000002,116.21699262000001,116.21699262000001,232.43398524000003
1990,9,10.020096200000001,20.9099524,20.9099524,41.8199048
1990,10,172.95899500000002,123.29723677000001,123.29723677000001,246.59447354000002
1990,11,25.70928577,38.530815090000004,38.530815090000004,77.06163018000001
1990,12,0.0,0.0,0.0,0.0
